Date,Open,Change %
2017-09-01,4735,3.94
2017-08-31,4583,3.32
2017-08-30,4597,-0.31
2017-08-29,4390,4.71
2017-08-28,4345,1.03
2017-08-27,4352,-0.15
2017-08-26,4364,-0.28
2017-08-25,4318,1.07
2017-08-24,4141,4.28
2017-08-23,4089,1.26
2017-08-22,4005,2.11
2017-08-21,4066,-1.51
2017-08-20,4150,-2.02
2017-08-19,4105,1.1
2017-08-18,4278,-4.06
2017-08-17,4387,-2.47
2017-08-16,4161,5.42
2017-08-15,4327,-3.84
2017-08-14,4062,6.53
2017-08-13,3871,4.93
2017-08-12,3654,5.94
2017-08-11,3425,6.68
2017-08-10,3348,2.3
2017-08-09,3429,-2.35
2017-08-08,3401,0.81
2017-08-07,3232,5.26
2017-08-06,3262,-0.94
2017-08-05,2878,13.35
2017-08-04,2810,2.44
2017-08-03,2720,3.29
2017-08-02,2747,-0.96
2017-08-01,2883,-4.73
2017-07-31,2766,4.22
2017-07-30,2733,1.21
2017-07-29,2806,-2.61
2017-07-28,2691,4.27
2017-07-27,2559,5.18
2017-07-26,2582,-0.9
2017-07-25,2763,-6.54
2017-07-24,2756,0.25
2017-07-23,2836,-2.82
2017-07-22,2675,6.04
2017-07-21,2866,-6.66
2017-07-20,2282,25.56
2017-07-19,2320,-1.62
2017-07-18,2233,3.89
2017-07-17,1914,16.68
2017-07-16,1975,-3.09
2017-07-15,2234,-11.6
2017-07-14,2362,-5.43
2017-07-13,2403,-1.69
2017-07-12,2324,3.39
2017-07-11,2344,-0.84
2017-07-10,2511,-6.67
2017-07-09,2564,-2.08
2017-07-08,2513,2.03
2017-07-07,2614,-3.84
2017-07-06,2627,-0.52
2017-07-05,2617,0.4
2017-07-04,2572,1.74
2017-07-03,2536,1.42
2017-07-02,2424,4.61
2017-07-01,2480,-2.26
2017-06-30,2558,-3.04
2017-06-29,2577,-0.75
2017-06-28,2583,-0.23
2017-06-27,2446,5.63
2017-06-26,2541,-3.76
2017-06-25,2590,-1.87
2017-06-24,2710,-4.44
2017-06-23,2722,-0.46
2017-06-22,2677,1.69
2017-06-21,2754,-2.79
2017-06-20,2616,5.26
2017-06-19,2539,3.04
2017-06-18,2655,-4.35
2017-06-17,2508,5.84
2017-06-16,2442,2.71
2017-06-15,2467,-1.01
2017-06-14,2713,-9.06
2017-06-13,2656,2.12
2017-06-12,2973,-10.65
2017-06-11,2900,2.52
2017-06-10,2811,3.16
2017-06-09,2798,0.45
2017-06-08,2691,3.99
2017-06-07,2870,-6.24
2017-06-06,2705,6.12
2017-06-05,2524,7.17
2017-06-04,2545,-0.84
2017-06-03,2492,2.12
2017-06-02,2412,3.31
2017-06-01,2303,4.75
2017-05-31,2192,5.05
2017-05-30,2278,-3.76
2017-05-29,2189,4.07
2017-05-28,2052,6.66
2017-05-27,2244,-8.57
2017-05-26,2307,-2.7
2017-05-25,2445,-5.65
2017-05-24,2272,7.6
2017-05-23,2124,6.97
2017-05-22,2044,3.92
2017-05-21,2040,0.2
2017-05-20,1962,3.98
2017-05-19,1881,4.31
2017-05-18,1801,4.42
2017-05-17,1729,4.16
2017-05-16,1708,1.19
2017-05-15,1772,-3.59
2017-05-14,1763,0.5
2017-05-13,1686,4.59
2017-05-12,1819,-7.31
2017-05-11,1752,3.82
2017-05-10,1697,3.23
2017-05-09,1664,1.98
2017-05-08,1554,7.08
2017-05-07,1545,0.59
2017-05-06,1507,2.49
2017-05-05,1516,-0.59
2017-05-04,1485,2.1
2017-05-03,1445,2.74
2017-05-02,1415,2.13
2017-05-01,1351,4.73
2017-04-30,1336,1.17
2017-04-29,1329,0.5
2017-04-28,1332,-0.25
2017-04-27,1286,3.6
2017-04-26,1264,1.77
2017-04-25,1248,1.29
2017-04-24,1249,-0.08
2017-04-23,1240,0.66
2017-04-22,1249,-0.7
2017-04-21,1238,0.93
2017-04-20,1215,1.88
2017-04-19,1206,0.76
2017-04-18,1194,1.01
2017-04-17,1176,1.46
2017-04-16,1177,-0.02
2017-04-15,1177,-0.03
2017-04-14,1176,0.1
2017-04-13,1212,-3.0
2017-04-12,1220,-0.67
2017-04-11,1206,1.16
2017-04-10,1204,0.2
2017-04-09,1180,2.0
2017-04-08,1190,-0.82
2017-04-07,1188,0.15
2017-04-06,1129,5.21
2017-04-05,1141,-1.04
2017-04-04,1147,-0.5
2017-04-03,1097,4.57
2017-04-02,1086,1.04
2017-04-01,1079,0.65
2017-03-31,1037,3.97
2017-03-30,1041,-0.38
2017-03-29,1044,-0.24
2017-03-28,1045,-0.07
2017-03-27,969,7.81
2017-03-26,966,0.32
2017-03-25,939,2.83
2017-03-24,1035,-9.21
2017-03-23,1044,-0.93
2017-03-22,1121,-6.83
2017-03-21,1047,7.04
2017-03-20,1022,2.44
2017-03-19,971,5.27
2017-03-18,1071,-9.36
2017-03-17,1172,-8.63
2017-03-16,1253,-6.43
2017-03-15,1243,0.83
2017-03-14,1238,0.4
2017-03-13,1225,1.07
2017-03-12,1179,3.89
2017-03-11,1112,6.01
2017-03-10,1191,-6.63
2017-03-09,1147,3.87
2017-03-08,1232,-6.95
2017-03-07,1277,-3.47
2017-03-06,1271,0.46
2017-03-05,1264,0.55
2017-03-04,1283,-1.48
2017-03-03,1255,2.22
2017-03-02,1222,2.68
2017-03-01,1189,2.81
2017-02-28,1188,0.04
2017-02-27,1171,1.47
2017-02-26,1149,1.96
2017-02-25,1176,-2.33
2017-02-24,1171,0.39
2017-02-23,1120,4.59
2017-02-22,1119,0.13
2017-02-21,1077,3.85
2017-02-20,1048,2.73
2017-02-19,1052,-0.32
2017-02-18,1049,0.27
2017-02-17,1031,1.69
2017-02-16,1008,2.35
2017-02-15,1008,-0.01
2017-02-14,995,1.3
2017-02-13,996,-0.12
2017-02-12,1008,-1.17
2017-02-11,997,1.07
2017-02-10,979,1.91
2017-02-09,1055,-7.25
2017-02-08,1049,0.56
2017-02-07,1024,2.43
2017-02-06,1016,0.84
2017-02-05,1031,-1.53
2017-02-04,1013,1.86
2017-02-03,1004,0.9
2017-02-02,982,2.19
2017-02-01,965,1.75
2017-01-31,920,4.86
2017-01-30,914,0.68
2017-01-29,918,-0.43
2017-01-28,918,0.05
2017-01-27,915,0.27
2017-01-26,894,2.36
2017-01-25,893,0.07
2017-01-24,921,-3.01
2017-01-23,918,0.29
2017-01-22,919,-0.11
2017-01-21,892,3.02
2017-01-20,895,-0.26
2017-01-19,872,2.66
2017-01-18,899,-3.07
2017-01-17,827,8.74
2017-01-16,821,0.75
2017-01-15,819,0.19
2017-01-14,824,-0.63
2017-01-13,810,1.82
2017-01-12,785,3.14
2017-01-11,904,-13.15
2017-01-10,899,0.51
2017-01-09,900,-0.12
2017-01-08,888,1.35
2017-01-07,886,0.31
2017-01-06,989,-10.43
2017-01-05,1135,-12.86
2017-01-04,1033,9.88
2017-01-03,1017,1.6
2017-01-02,995,2.17
2017-01-01,963,3.33
2016-12-31,959,0.45
2016-12-30,971,-1.24
2016-12-29,972,-0.11
2016-12-28,925,5.01
2016-12-27,898,3.05
2016-12-26,891,0.82
2016-12-25,891,0.0
2016-12-24,917,-2.85
2016-12-23,860,6.63
2016-12-22,829,3.73
2016-12-21,799,3.77
2016-12-20,789,1.18
2016-12-19,789,0.1
2016-12-18,787,0.23
2016-12-17,782,0.65
2016-12-16,775,0.88
2016-12-15,776,-0.17
2016-12-14,778,-0.29
2016-12-13,778,0.03
2016-12-12,767,1.38
2016-12-11,774,-0.79
2016-12-10,770,0.46
2016-12-09,768,0.26
2016-12-08,765,0.38
2016-12-07,758,0.97
2016-12-06,754,0.51
2016-12-05,766,-1.57
2016-12-04,764,0.28
2016-12-03,770,-0.87
2016-12-02,752,2.43
2016-12-01,742,1.37
2016-11-30,732,1.36
2016-11-29,733,-0.1
2016-11-28,729,0.53
2016-11-27,734,-0.64
2016-11-26,740,-0.84
2016-11-25,735,0.69
2016-11-24,741,-0.78
2016-11-23,749,-1.1
2016-11-22,736,1.79
2016-11-21,728,1.05
2016-11-20,747,-2.59
2016-11-19,747,0.12
2016-11-18,737,1.28
2016-11-17,740,-0.37
2016-11-16,711,4.1
2016-11-15,704,0.93
2016-11-14,702,0.37
2016-11-13,704,-0.33
2016-11-12,715,-1.5
2016-11-11,714,0.06
2016-11-10,721,-0.95
2016-11-09,710,1.48
2016-11-08,705,0.78
2016-11-07,709,-0.64
2016-11-06,702,1.11
2016-11-05,702,0.0
2016-11-04,684,2.51
2016-11-03,733,-6.63
2016-11-02,726,0.93
2016-11-01,698,4.02
2016-10-31,697,0.2
2016-10-30,715,-2.47
2016-10-29,686,4.18
2016-10-28,682,0.58
2016-10-27,674,1.13
2016-10-26,651,3.64
2016-10-25,650,0.08
2016-10-24,653,-0.39
2016-10-23,655,-0.37
2016-10-22,630,3.97
2016-10-21,628,0.34
2016-10-20,629,-0.11
2016-10-19,635,-0.99
2016-10-18,637,-0.32
2016-10-17,640,-0.43
2016-10-16,637,0.49
2016-10-15,637,-0.14
2016-10-14,635,0.37
2016-10-13,636,-0.06
2016-10-12,640,-0.7
2016-10-11,617,3.75
2016-10-10,615,0.25
2016-10-09,617,-0.3
2016-10-08,616,0.26
2016-10-07,611,0.83
2016-10-06,611,-0.14
2016-10-05,609,0.47
2016-10-04,611,-0.43
2016-10-03,610,0.15
2016-10-02,613,-0.44
2016-10-01,608,0.87
2016-09-30,604,0.57
2016-09-29,604,0.0
2016-09-28,605,-0.13
2016-09-27,606,-0.18
2016-09-26,601,0.84
2016-09-25,602,-0.18
2016-09-24,602,-0.05
2016-09-23,595,1.22
2016-09-22,597,-0.26
2016-09-21,609,-1.98
2016-09-20,609,-0.1
2016-09-19,610,-0.14
2016-09-18,607,0.6
2016-09-17,607,-0.12
2016-09-16,608,-0.05
2016-09-15,609,-0.23
2016-09-14,608,0.15
2016-09-13,608,0.1
2016-09-12,605,0.39
2016-09-11,624,-3.03
2016-09-10,623,0.22
2016-09-09,625,-0.39
2016-09-08,613,2.02
2016-09-07,610,0.45
2016-09-06,605,0.77
2016-09-05,609,-0.62
2016-09-04,598,1.79
2016-09-03,575,4.09
2016-09-02,572,0.58
2016-09-01,573,-0.33
2016-08-31,577,-0.6
2016-08-30,574,0.54
2016-08-29,575,-0.13
2016-08-28,570,0.81
2016-08-27,579,-1.56
2016-08-26,578,0.24
2016-08-25,579,-0.29
2016-08-24,583,-0.67
2016-08-23,587,-0.67
2016-08-22,580,1.17
2016-08-21,582,-0.33
2016-08-20,574,1.4
2016-08-19,573,0.2
2016-08-18,572,0.18
2016-08-17,580,-1.35
2016-08-16,567,2.34
2016-08-15,569,-0.37
2016-08-14,584,-2.66
2016-08-13,587,-0.43
2016-08-12,587,-0.12
2016-08-11,590,-0.52
2016-08-10,585,0.97
2016-08-09,589,-0.68
2016-08-08,590,-0.27
2016-08-07,586,0.75
2016-08-06,574,2.05
2016-08-05,576,-0.27
2016-08-04,566,1.73
2016-08-03,513,10.32
2016-08-02,607,-15.42
2016-08-01,621,-2.39
2016-07-31,654,-5.02
2016-07-30,655,-0.11
2016-07-29,654,0.2
2016-07-28,654,-0.06
2016-07-27,654,0.02
2016-07-26,654,0.06
2016-07-25,659,-0.8
2016-07-24,655,0.63
2016-07-23,651,0.62
2016-07-22,664,-2.03
2016-07-21,664,0.03
2016-07-20,671,-1.0
2016-07-19,670,0.11
2016-07-18,676,-0.88
2016-07-17,660,2.37
2016-07-16,664,-0.53
2016-07-15,657,1.06
2016-07-14,661,-0.59
2016-07-13,670,-1.4
2016-07-12,646,3.69
2016-07-11,647,-0.06
2016-07-10,651,-0.72
2016-07-09,662,-1.65
2016-07-08,635,4.33
2016-07-07,672,-5.57
2016-07-06,663,1.36
2016-07-05,675,-1.7
2016-07-04,661,2.04
2016-07-03,698,-5.22
2016-07-02,674,3.48
2016-07-01,670,0.68
2016-06-30,636,5.26
2016-06-29,644,-1.29
2016-06-28,644,0.04
2016-06-27,625,3.08
2016-06-26,663,-5.74
2016-06-25,656,1.01
2016-06-24,620,5.81
2016-06-23,590,5.13
2016-06-22,667,-11.51
2016-06-21,734,-9.07
2016-06-20,761,-3.56
2016-06-19,753,0.96
2016-06-18,743,1.33
2016-06-17,761,-2.27
2016-06-16,690,10.2
2016-06-15,685,0.82
2016-06-14,700,-2.13
2016-06-13,666,5.03
2016-06-12,591,12.67
2016-06-11,577,2.37
2016-06-10,574,0.56
2016-06-09,580,-1.0
2016-06-08,575,0.86
2016-06-07,583,-1.37
2016-06-06,574,1.51
2016-06-05,572,0.52
2016-06-04,567,0.87
2016-06-03,537,5.57
2016-06-02,537,-0.06
2016-06-01,528,1.6
2016-05-31,532,-0.63
2016-05-30,516,3.14
2016-05-29,524,-1.56
2016-05-28,474,10.58
2016-05-27,453,4.58
2016-05-26,449,0.78
2016-05-25,446,0.82
2016-05-24,443,0.55
2016-05-23,439,0.93
2016-05-22,443,-0.91
2016-05-21,442,0.35
2016-05-20,442,-0.12
2016-05-19,454,-2.55
2016-05-18,453,0.21
2016-05-17,454,-0.36
2016-05-16,458,-0.71
2016-05-15,456,0.37
2016-05-14,455,0.23
2016-05-13,454,0.22
2016-05-12,452,0.43
2016-05-11,449,0.7
2016-05-10,460,-2.41
2016-05-09,457,0.56
2016-05-08,458,-0.13
2016-05-07,459,-0.24
2016-05-06,448,2.56
2016-05-05,445,0.51
2016-05-04,450,-0.99
2016-05-03,444,1.37
2016-05-02,452,-1.78
2016-05-01,448,0.83
2016-04-30,455,-1.42
2016-04-29,448,1.45
2016-04-28,447,0.33
2016-04-27,466,-4.08
2016-04-26,461,0.92
2016-04-25,457,0.91
2016-04-24,450,1.66
2016-04-23,445,1.08
2016-04-22,449,-0.9
2016-04-21,441,1.85
2016-04-20,434,1.43
2016-04-19,427,1.69
2016-04-18,426,0.34
2016-04-17,430,-0.88
2016-04-16,428,0.32
2016-04-15,424,1.1
2016-04-14,423,0.13
2016-04-13,424,-0.3
2016-04-12,421,0.79
2016-04-11,420,0.28
2016-04-10,418,0.53
2016-04-09,417,0.09
2016-04-08,420,-0.58
2016-04-07,421,-0.27
2016-04-06,422,-0.19
2016-04-05,419,0.65
2016-04-04,419,0.06
2016-04-03,418,0.13
2016-04-02,415,0.69
2016-04-01,415,0.0
2016-03-31,412,0.78
2016-03-30,415,-0.62
2016-03-29,422,-1.71
2016-03-28,424,-0.56
2016-03-27,416,1.94
2016-03-26,415,0.19
2016-03-25,414,0.23
2016-03-24,417,-0.54
2016-03-23,416,0.19
2016-03-22,411,1.24
2016-03-21,411,-0.1
2016-03-20,408,0.69
2016-03-19,408,0.13
2016-03-18,418,-2.39
2016-03-17,415,0.54
2016-03-16,415,0.19
2016-03-15,414,0.2
2016-03-14,412,0.46
2016-03-13,410,0.5
2016-03-12,419,-2.09
2016-03-11,415,0.79
2016-03-10,412,0.74
2016-03-09,411,0.21
2016-03-08,414,-0.72
2016-03-07,406,2.19
2016-03-06,399,1.74
2016-03-05,409,-2.56
2016-03-04,419,-2.4
2016-03-03,425,-1.36
2016-03-02,434,-2.0
2016-03-01,436,-0.5
2016-02-29,432,0.86
2016-02-28,431,0.27
2016-02-27,427,0.93
2016-02-26,423,0.91
2016-02-25,422,0.18
2016-02-24,419,0.67
2016-02-23,437,-4.09
2016-02-22,437,-0.02
2016-02-21,440,-0.5
2016-02-20,420,4.78
2016-02-19,421,-0.34
2016-02-18,417,1.02
2016-02-17,406,2.64
2016-02-16,401,1.33
2016-02-15,405,-1.09
2016-02-14,390,3.95
2016-02-13,384,1.58
2016-02-12,379,1.21
2016-02-11,381,-0.64
2016-02-10,375,1.75
2016-02-09,372,0.72
2016-02-08,377,-1.4
2016-02-07,376,0.33
2016-02-06,386,-2.53
2016-02-05,390,-1.07
2016-02-04,368,6.15
2016-02-03,373,-1.58
2016-02-02,372,0.47
2016-02-01,369,0.63
2016-01-31,377,-2.1
2016-01-30,380,-0.67
2016-01-29,379,0.16
2016-01-28,395,-3.88
2016-01-27,389,1.34
2016-01-26,392,-0.76
2016-01-25,402,-2.33
2016-01-24,388,3.48
2016-01-23,382,1.56
2016-01-22,410,-6.73
2016-01-21,414,-1.05
2016-01-20,379,9.26
2016-01-19,384,-1.29
2016-01-18,382,0.5
2016-01-17,385,-0.67
2016-01-16,372,3.43
2016-01-15,429,-13.25
2016-01-14,432,-0.71
2016-01-13,445,-2.89
2016-01-12,447,-0.6
2016-01-11,446,0.34
2016-01-10,448,-0.47
2016-01-09,452,-1.01
2016-01-08,457,-0.91
2016-01-07,430,6.09
2016-01-06,431,-0.09
2016-01-05,433,-0.49
2016-01-04,430,0.61
2016-01-03,433,-0.7
2016-01-02,434,-0.06
2016-01-01,430,0.94
2015-12-31,427,0.66
2015-12-30,431,-1.1
2015-12-29,421,2.41
2015-12-28,422,-0.15
2015-12-27,415,1.69
2015-12-26,454,-8.52
2015-12-25,453,0.24
2015-12-24,442,2.38
2015-12-23,437,1.24
2015-12-22,437,-0.13
2015-12-21,441,-0.95
2015-12-20,461,-4.21
2015-12-19,463,-0.43
2015-12-18,455,1.68
2015-12-17,454,0.34
2015-12-16,462,-1.87
2015-12-15,442,4.67
2015-12-14,434,1.68
2015-12-13,432,0.56
2015-12-12,449,-3.9
2015-12-11,415,8.26
2015-12-10,416,-0.12
2015-12-09,410,1.3
2015-12-08,394,4.16
2015-12-07,393,0.23
2015-12-06,386,1.73
2015-12-05,361,6.92
2015-12-04,360,0.38
2015-12-03,360,0.09
2015-12-02,361,-0.5
2015-12-01,378,-4.28
2015-11-30,370,1.92
2015-11-29,355,4.22
2015-11-28,359,-1.03
2015-11-27,353,1.63
2015-11-26,327,8.01
2015-11-25,318,2.88
2015-11-24,322,-1.17
2015-11-23,322,-0.2
2015-11-22,324,-0.59
2015-11-21,321,1.11
2015-11-20,325,-1.19
2015-11-19,335,-3.26
2015-11-18,333,0.6
2015-11-17,330,1.12
2015-11-16,317,4.02
2015-11-15,331,-4.32
2015-11-14,333,-0.6
2015-11-13,333,-0.02
2015-11-12,304,9.56
2015-11-11,336,-9.5
2015-11-10,380,-11.45
2015-11-09,371,2.33
2015-11-08,385,-3.51
2015-11-07,369,4.13
2015-11-06,382,-3.37
2015-11-05,400,-4.54
2015-11-04,396,1.11
2015-11-03,359,10.36
2015-11-02,323,11.25
2015-11-01,311,3.76
2015-10-31,327,-4.85
2015-10-30,313,4.3
2015-10-29,303,3.32
2015-10-28,294,3.01
2015-10-27,285,3.34
2015-10-26,287,-0.94
2015-10-25,282,1.88
2015-10-24,276,2.04
2015-10-23,274,0.91
2015-10-22,267,2.74
2015-10-21,269,-0.98
2015-10-20,263,2.25
2015-10-19,261,0.82
2015-10-18,269,-2.93
2015-10-17,262,2.55
2015-10-16,254,3.31
2015-10-15,252,0.84
2015-10-14,248,1.43
2015-10-13,245,1.4
2015-10-12,247,-0.93
2015-10-11,245,0.94
2015-10-10,244,0.54
2015-10-09,242,0.6
2015-10-08,243,-0.16
2015-10-07,246,-1.28
2015-10-06,240,2.49
2015-10-05,238,0.76
2015-10-04,238,-0.1
2015-10-03,236,0.79
2015-10-02,237,-0.14
2015-10-01,235,0.47
2015-09-30,236,-0.33
2015-09-29,238,-0.9
2015-09-28,232,2.74
2015-09-27,234,-0.77
2015-09-26,235,-0.31
2015-09-25,233,0.54
2015-09-24,229,1.68
2015-09-23,230,-0.05
2015-09-22,226,1.63
2015-09-21,231,-2.06
2015-09-20,231,0.0
2015-09-19,232,-0.47
2015-09-18,232,-0.22
2015-09-17,228,1.8
2015-09-16,229,-0.41
2015-09-15,229,-0.17
2015-09-14,230,-0.12
2015-09-13,235,-2.3
2015-09-12,239,-1.79
2015-09-11,238,0.76
2015-09-10,237,0.28
2015-09-09,243,-2.4
2015-09-08,239,1.53
2015-09-07,239,-0.12
2015-09-06,233,2.65
2015-09-05,230,1.49
2015-09-04,226,1.79
2015-09-03,228,-1.06
2015-09-02,227,0.64
2015-09-01,229,-1.0
2015-08-31,228,0.47
2015-08-30,228,-0.04
2015-08-29,231,-1.36
2015-08-28,222,4.0
2015-08-27,225,-1.0
2015-08-26,220,2.02
2015-08-25,211,4.29
2015-08-24,226,-6.76
2015-08-23,229,-1.22
2015-08-22,232,-1.23
2015-08-21,234,-0.96
2015-08-20,226,3.83
2015-08-19,246,-8.4
2015-08-18,257,-4.05
2015-08-17,257,0.0
2015-08-16,260,-1.31
2015-08-15,265,-1.7
2015-08-14,263,0.6
2015-08-13,267,-1.58
2015-08-12,269,-0.51
2015-08-11,263,2.18
2015-08-10,263,-0.22
2015-08-09,258,2.04
2015-08-08,277,-6.94
2015-08-07,278,-0.04
2015-08-06,281,-1.32
2015-08-05,284,-0.91
2015-08-04,281,0.97
2015-08-03,281,0.08
2015-08-02,280,0.32
2015-08-01,283,-1.15
2015-07-31,287,-1.15
2015-07-30,288,-0.47
2015-07-29,293,-1.81
2015-07-28,293,0.24
2015-07-27,291,0.42
2015-07-26,288,1.05
2015-07-25,288,0.13
2015-07-24,275,4.66
2015-07-23,276,-0.34
2015-07-22,275,0.5
2015-07-21,277,-0.93
2015-07-20,273,1.65
2015-07-19,274,-0.32
2015-07-18,279,-1.99
2015-07-17,276,1.1
2015-07-16,283,-2.41
2015-07-15,287,-1.23
2015-07-14,290,-1.17
2015-07-13,310,-6.47
2015-07-12,292,6.33
2015-07-11,283,2.94
2015-07-10,269,5.38
2015-07-09,268,0.19
2015-07-08,266,0.91
2015-07-07,269,-1.07
2015-07-06,270,-0.39
2015-07-05,260,3.68
2015-07-04,255,2.02
2015-07-03,254,0.2
2015-07-02,257,-1.06
2015-07-01,264,-2.46
2015-06-30,257,2.78
2015-06-29,248,3.25
2015-06-28,250,-0.74
2015-06-27,242,3.2
2015-06-26,242,0.16
2015-06-25,240,0.83
2015-06-24,243,-1.31
2015-06-23,247,-1.5
2015-06-22,244,1.38
2015-06-21,245,-0.36
2015-06-20,244,0.35
2015-06-19,248,-1.73
2015-06-18,247,0.43
2015-06-17,249,-0.98
2015-06-16,237,5.41
2015-06-15,233,1.39
2015-06-14,232,0.55
2015-06-13,230,0.88
2015-06-12,229,0.25
2015-06-11,228,0.48
2015-06-10,229,-0.34
2015-06-09,228,0.43
2015-06-08,223,2.28
2015-06-07,224,-0.57
2015-06-06,225,-0.24
2015-06-05,224,0.48
2015-06-04,225,-0.61
2015-06-03,225,-0.07
2015-06-02,223,1.17
2015-06-01,229,-2.92
2015-05-31,233,-1.45
2015-05-30,237,-1.61
2015-05-29,237,-0.12
2015-05-28,237,0.0
2015-05-27,237,-0.23
2015-05-26,237,0.18
2015-05-25,241,-1.48
2015-05-24,238,0.85
2015-05-23,240,-0.59
2015-05-22,235,2.12
2015-05-21,234,0.61
2015-05-20,232,0.84
2015-05-19,232,-0.27
2015-05-18,236,-1.55
2015-05-17,236,0.03
2015-05-16,237,-0.41
2015-05-15,236,0.13
2015-05-14,236,0.22
2015-05-13,241,-2.15
2015-05-12,241,-0.1
2015-05-11,240,0.77
2015-05-10,241,-0.6
2015-05-09,243,-0.96
2015-05-08,237,2.53
2015-05-07,230,3.35
2015-05-06,235,-2.46
2015-05-05,239,-1.32
2015-05-04,240,-0.43
2015-05-03,235,1.98
2015-05-02,233,0.91
2015-05-01,235,-1.09
2015-04-30,225,4.59
2015-04-29,225,-0.17
2015-04-28,229,-1.38
2015-04-27,218,4.69
2015-04-26,226,-3.29
2015-04-25,231,-2.14
2015-04-24,235,-1.83
2015-04-23,233,0.69
2015-04-22,233,0.02
2015-04-21,224,4.23
2015-04-20,223,0.55
2015-04-19,223,-0.15
2015-04-18,222,0.34
2015-04-17,228,-2.36
2015-04-16,223,2.25
2015-04-15,218,2.28
2015-04-14,223,-2.5
2015-04-13,235,-5.2
2015-04-12,236,-0.27
2015-04-11,234,0.75
2015-04-10,243,-3.53
2015-04-09,244,-0.51
2015-04-08,253,-3.32
2015-04-07,255,-0.78
2015-04-06,259,-1.8
2015-04-05,252,2.67
2015-04-04,254,-0.62
2015-04-03,252,0.74
2015-04-02,246,2.58
2015-04-01,244,0.86
2015-03-31,246,-1.07
2015-03-30,242,1.95
2015-03-29,252,-3.94
2015-03-28,247,1.95
2015-03-27,248,-0.33
2015-03-26,246,0.67
2015-03-25,246,-0.14
2015-03-24,265,-7.06
2015-03-23,268,-1.16
2015-03-22,259,3.41
2015-03-21,261,-0.79
2015-03-20,260,0.33
2015-03-19,255,1.96
2015-03-18,285,-10.32
2015-03-17,290,-1.73
2015-03-16,284,1.94
2015-03-15,281,1.16
2015-03-14,287,-1.95
2015-03-13,293,-2.26
2015-03-12,295,-0.59
2015-03-11,291,1.45
2015-03-10,290,0.47
2015-03-09,274,5.66
2015-03-08,274,-0.15
2015-03-07,272,0.86
2015-03-06,275,-0.97
2015-03-05,271,1.22
2015-03-04,280,-3.11
2015-03-03,273,2.52
2015-03-02,257,6.13
2015-03-01,254,1.53
2015-02-28,253,0.23
2015-02-27,236,7.16
2015-02-26,237,-0.34
2015-02-25,238,-0.65
2015-02-24,238,0.03
2015-02-23,235,1.31
2015-02-22,244,-3.55
2015-02-21,244,-0.04
2015-02-20,241,1.07
2015-02-19,235,2.86
2015-02-18,243,-3.29
2015-02-17,235,3.13
2015-02-16,233,1.1
2015-02-15,258,-9.81
2015-02-14,236,9.51
2015-02-13,221,6.48
2015-02-12,218,1.35
2015-02-11,219,-0.38
2015-02-10,220,-0.3
2015-02-09,223,-1.49
2015-02-08,227,-1.76
2015-02-07,223,2.12
2015-02-06,216,2.97
2015-02-05,226,-4.44
2015-02-04,227,-0.36
2015-02-03,238,-4.79
2015-02-02,225,6.02
2015-02-01,218,3.1
2015-01-31,231,-5.75
2015-01-30,234,-0.92
2015-01-29,236,-0.92
2015-01-28,263,-10.29
2015-01-27,269,-2.2
2015-01-26,252,6.78
2015-01-25,248,1.58
2015-01-24,232,6.89
2015-01-23,232,-0.23
2015-01-22,228,1.99
2015-01-21,210,8.37
2015-01-20,215,-2.46
2015-01-19,210,2.49
2015-01-18,199,5.49
2015-01-17,206,-3.51
2015-01-16,209,-1.36
2015-01-15,164,27.2
2015-01-14,221,-25.47
2015-01-13,269,-17.84
2015-01-12,264,1.72
2015-01-11,273,-3.14
2015-01-10,288,-5.08
2015-01-09,282,1.87
2015-01-08,291,-2.97
2015-01-07,282,3.21
2015-01-06,274,2.7
2015-01-05,264,3.82
2015-01-04,287,-7.8
2015-01-03,315,-8.91
2015-01-02,314,0.1
2015-01-01,318,-1.05
2014-12-31,311,2.24
2014-12-30,314,-0.91
2014-12-29,316,-0.76
2014-12-28,315,0.38
2014-12-27,330,-4.44
2014-12-26,319,3.45
2014-12-25,322,-1.06
2014-12-24,335,-3.83
2014-12-23,330,1.33
2014-12-22,322,2.54
2014-12-21,330,-2.34
2014-12-20,317,3.96
2014-12-19,310,2.4
2014-12-18,320,-3.02
2014-12-17,330,-3.09
2014-12-16,345,-4.39
2014-12-15,349,-1.14
2014-12-14,348,0.32
2014-12-13,353,-1.46
2014-12-12,347,1.65
2014-12-11,347,-0.07
2014-12-10,352,-1.21
2014-12-09,365,-3.5
2014-12-08,376,-3.06
2014-12-07,376,0.06
2014-12-06,377,-0.36
2014-12-05,369,2.11
2014-12-04,377,-1.89
2014-12-03,380,-0.97
2014-12-02,378,0.54
2014-12-01,374,0.98
2014-11-30,376,-0.36
2014-11-29,377,-0.35
2014-11-28,368,2.38
2014-11-27,365,0.95
2014-11-26,376,-2.94
2014-11-25,378,-0.64
2014-11-24,365,3.55
2014-11-23,352,3.93
2014-11-22,351,0.07
2014-11-21,357,-1.55
2014-11-20,381,-6.33
2014-11-19,379,0.6
2014-11-18,384,-1.44
2014-11-17,385,-0.24
2014-11-16,374,2.87
2014-11-15,396,-5.46
2014-11-14,428,-7.51
2014-11-13,432,-0.77
2014-11-12,365,18.23
