Date,Open,Change %
2023-10-18,28405,-0.29
2023-10-17,28508,-0.37
2023-10-16,27161,4.96
2023-10-15,26852,1.15
2023-10-14,26863,-0.04
2023-10-13,26761,0.38
2023-10-12,26878,-0.43
2023-10-11,27391,-1.88
2023-10-10,27581,-0.69
2023-10-09,27922,-1.22
2023-10-08,27961,-0.14
2023-10-07,27935,0.09
2023-10-06,27410,1.92
2023-10-05,27783,-1.37
2023-10-04,27428,1.32
2023-10-03,27501,-0.28
2023-10-02,27974,-1.68
2023-10-01,26962,3.75
2023-09-30,26908,0.2
2023-09-29,27022,-0.42
2023-09-28,26368,2.49
2023-09-27,26218,0.56
2023-09-26,26303,-0.32
2023-09-25,26251,0.2
2023-09-24,26579,-1.23
2023-09-23,26581,-0.01
2023-09-22,26569,0.04
2023-09-21,27125,-2.05
2023-09-20,27209,-0.31
2023-09-19,26759,1.67
2023-09-18,26530,0.88
2023-09-17,26562,-0.12
2023-09-16,26599,-0.15
2023-09-15,26523,0.29
2023-09-14,26223,1.15
2023-09-13,25836,1.5
2023-09-12,25166,2.65
2023-09-11,25840,-2.61
2023-09-10,25901,-0.24
2023-09-09,25909,-0.03
2023-09-08,26248,-1.3
2023-09-07,25758,1.91
2023-09-06,25790,-0.13
2023-09-05,25824,-0.13
2023-09-04,25971,-0.57
2023-09-03,25869,0.39
2023-09-02,25803,0.26
2023-09-01,25938,-0.52
2023-08-31,27300,-4.99
2023-08-30,27723,-1.53
2023-08-29,26118,6.14
2023-08-28,26100,0.07
2023-08-27,26017,0.32
2023-08-26,26057,-0.15
2023-08-25,26176,-0.46
2023-08-24,26436,-0.98
2023-08-23,26042,1.52
2023-08-22,26126,-0.33
2023-08-21,26190,-0.25
2023-08-20,26099,0.35
2023-08-19,26053,0.18
2023-08-18,26635,-2.19
2023-08-17,28726,-7.28
2023-08-16,29195,-1.61
2023-08-15,29426,-0.79
2023-08-14,29300,0.43
2023-08-13,29428,-0.44
2023-08-12,29420,0.02
2023-08-11,29448,-0.1
2023-08-10,29578,-0.44
2023-08-09,29771,-0.67
2023-08-08,29204,1.96
2023-08-07,29081,0.42
2023-08-06,29067,0.05
2023-08-05,29105,-0.13
2023-08-04,29189,-0.29
2023-08-03,29180,0.05
2023-08-02,29711,-1.81
2023-08-01,29232,1.64
2023-07-31,29282,-0.17
2023-07-30,29354,-0.24
2023-07-29,29315,0.13
2023-07-28,29222,0.32
2023-07-27,29352,-0.44
2023-07-26,29228,0.42
2023-07-25,29178,0.17
2023-07-24,30085,-3.02
2023-07-23,29788,1.0
2023-07-22,29904,-0.38
2023-07-21,29801,0.34
2023-07-20,29909,-0.36
2023-07-19,29866,0.14
2023-07-18,30139,-0.91
2023-07-17,30235,-0.32
2023-07-16,30291,-0.18
2023-07-15,30316,-0.09
2023-07-14,31465,-3.65
2023-07-13,30387,3.55
2023-07-12,30623,-0.77
2023-07-11,30414,0.68
2023-07-10,30166,0.82
2023-07-09,30288,-0.4
2023-07-08,30346,-0.19
2023-07-07,29912,1.45
2023-07-06,30512,-1.97
2023-07-05,30768,-0.83
2023-07-04,31152,-1.23
2023-07-03,30617,1.74
2023-07-02,30587,0.1
2023-07-01,30472,0.37
2023-06-30,30445,0.09
2023-06-29,30077,1.22
2023-06-28,30691,-1.99
2023-06-27,30267,1.39
2023-06-26,30466,-0.65
2023-06-25,30533,-0.22
2023-06-24,30680,-0.48
2023-06-23,29890,2.64
2023-06-22,29992,-0.35
2023-06-21,28307,5.97
2023-06-20,26845,5.44
2023-06-19,26339,1.92
2023-06-18,26515,-0.66
2023-06-17,26341,0.66
2023-06-16,25591,2.93
2023-06-15,25129,1.84
2023-06-14,25929,-3.08
2023-06-13,25906,0.09
2023-06-12,25927,-0.08
2023-06-11,25843,0.33
2023-06-10,26479,-2.4
2023-06-09,26501,-0.08
2023-06-08,26341,0.6
2023-06-07,27230,-3.26
2023-06-06,25745,5.76
2023-06-05,27122,-5.07
2023-06-04,27070,0.19
2023-06-03,27246,-0.63
2023-06-02,26819,1.59
2023-06-01,27216,-1.46
2023-05-31,27696,-1.74
2023-05-30,27738,-0.15
2023-05-29,28068,-1.18
2023-05-28,26855,4.52
2023-05-27,26711,0.55
2023-05-26,26475,0.89
2023-05-25,26327,0.56
2023-05-24,27220,-3.28
2023-05-23,26851,1.39
2023-05-22,26749,0.36
2023-05-21,27116,-1.35
2023-05-20,26883,0.87
2023-05-19,26828,0.2
2023-05-18,27403,-2.1
2023-05-17,27035,1.36
2023-05-16,27183,-0.55
2023-05-15,26920,0.98
2023-05-14,26777,0.53
2023-05-13,26798,-0.08
2023-05-12,26983,-0.68
2023-05-11,27604,-2.25
2023-05-10,27634,-0.11
2023-05-09,27670,-0.13
2023-05-08,28424,-2.65
2023-05-07,28857,-1.5
2023-05-06,29512,-2.22
2023-05-05,28842,2.33
2023-05-04,29023,-0.63
2023-05-03,28669,1.24
2023-05-02,28079,2.11
2023-05-01,29252,-4.02
2023-04-30,29235,0.06
2023-04-29,29318,-0.3
2023-04-28,29475,-0.52
2023-04-27,28424,3.7
2023-04-26,28298,0.44
2023-04-25,27510,2.87
2023-04-24,27591,-0.3
2023-04-23,27813,-0.8
2023-04-22,27264,2.01
2023-04-21,28240,-3.46
2023-04-20,28813,-1.99
2023-04-19,30382,-5.16
2023-04-18,29434,3.22
2023-04-17,30310,-2.89
2023-04-16,30299,0.04
2023-04-15,30472,-0.57
2023-04-14,30387,0.28
2023-04-13,29892,1.68
2023-04-12,30209,-1.07
2023-04-11,29641,1.92
2023-04-10,28326,4.64
2023-04-09,27941,1.38
2023-04-08,27910,0.11
2023-04-07,28037,-0.45
2023-04-06,28173,-0.49
2023-04-05,28164,0.03
2023-04-04,27802,1.3
2023-04-03,28194,-1.41
2023-04-02,28456,-0.91
2023-04-01,28473,-0.06
2023-03-31,28029,1.58
2023-03-30,28350,-1.13
2023-03-29,27262,3.99
2023-03-28,27127,0.49
2023-03-27,27974,-3.02
2023-03-26,27474,1.81
2023-03-25,27462,0.05
2023-03-24,28306,-3.0
2023-03-23,27262,3.85
2023-03-22,28114,-3.03
2023-03-21,27719,1.42
2023-03-20,27958,-0.85
2023-03-19,26914,3.88
2023-03-18,27391,-1.74
2023-03-17,25004,9.55
2023-03-16,24283,2.97
2023-03-15,24699,-1.69
2023-03-14,24121,2.43
2023-03-13,21994,9.64
2023-03-12,20465,7.46
2023-03-11,20156,1.54
2023-03-10,20362,-1.01
2023-03-09,21710,-6.21
2023-03-08,22197,-2.19
2023-03-07,22410,-0.95
2023-03-06,22428,-0.08
2023-03-05,22347,0.36
2023-03-04,22354,-0.03
2023-03-03,23465,-4.73
2023-03-02,23642,-0.75
2023-03-01,23130,2.21
2023-02-28,23494,-1.55
2023-02-27,23558,-0.27
2023-02-26,23166,1.69
2023-02-25,23191,-0.11
2023-02-24,23936,-3.11
2023-02-23,24186,-1.03
2023-02-22,24450,-1.08
2023-02-21,24839,-1.57
2023-02-20,24302,2.21
2023-02-19,24631,-1.33
2023-02-18,24573,0.24
2023-02-17,23538,4.39
2023-02-16,24328,-3.24
2023-02-15,22198,9.59
2023-02-14,21776,1.96
2023-02-13,21782,-0.07
2023-02-12,21859,-0.33
2023-02-11,21627,1.04
2023-02-10,21792,-0.72
2023-02-09,22964,-5.1
2023-02-08,23251,-1.23
2023-02-07,22761,2.15
2023-02-06,22936,-0.76
2023-02-05,23326,-1.66
2023-02-04,23431,-0.46
2023-02-03,23429,0.02
2023-02-02,23726,-1.26
2023-02-01,23124,2.6
2023-01-31,22832,1.28
2023-01-30,23746,-3.88
2023-01-29,23023,3.15
2023-01-28,23074,-0.2
2023-01-27,23016,0.25
2023-01-26,23055,-0.17
2023-01-25,22632,1.87
2023-01-24,22916,-1.23
2023-01-23,22709,0.91
2023-01-22,22775,-0.3
2023-01-21,22677,0.43
2023-01-20,21074,7.57
2023-01-19,20670,1.99
2023-01-18,21137,-2.21
2023-01-17,21184,-0.22
2023-01-16,20880,1.46
2023-01-15,20956,-0.37
2023-01-14,19926,5.17
2023-01-13,18850,5.71
2023-01-12,17941,5.07
2023-01-11,17440,2.89
2023-01-10,17180,1.51
2023-01-09,17119,0.36
2023-01-08,16943,1.04
2023-01-07,16950,-0.04
2023-01-06,16829,0.72
2023-01-05,16852,-0.13
2023-01-04,16674,1.07
2023-01-03,16673,0.0
2023-01-02,16618,0.34
2023-01-01,16537,0.49
2022-12-31,16607,-0.42
2022-12-30,16636,-0.18
2022-12-29,16546,0.55
2022-12-28,16705,-0.96
2022-12-27,16918,-1.25
2022-12-26,16831,0.51
2022-12-25,16835,-0.03
2022-12-24,16778,0.35
2022-12-23,16820,-0.25
2022-12-22,16831,-0.07
2022-12-21,16902,-0.42
2022-12-20,16441,2.81
2022-12-19,16741,-1.79
2022-12-18,16777,-0.21
2022-12-17,16629,0.89
2022-12-16,17356,-4.19
2022-12-15,17796,-2.47
2022-12-14,17778,0.1
2022-12-13,17210,3.3
2022-12-12,17093,0.68
2022-12-11,17127,-0.2
2022-12-10,17125,0.01
2022-12-09,17225,-0.58
2022-12-08,16835,2.32
2022-12-07,17089,-1.49
2022-12-06,16966,0.72
2022-12-05,17106,-0.85
2022-12-04,16884,1.35
2022-12-03,17093,-1.22
2022-12-02,16972,0.72
2022-12-01,17163,-1.12
2022-11-30,16440,4.4
2022-11-29,16211,1.41
2022-11-28,16426,-1.3
2022-11-27,16456,-0.19
2022-11-26,16512,-0.34
2022-11-25,16600,-0.54
2022-11-24,16604,-0.14
2022-11-23,16216,2.53
2022-11-22,15776,2.77
2022-11-21,16278,-3.13
2022-11-20,16699,-2.47
2022-11-19,16652,0.37
2022-11-18,16715,-0.32
2022-11-17,16540,0.91
2022-11-16,16895,-2.1
2022-11-15,16615,1.69
2022-11-14,16325,1.77
2022-11-13,16803,-2.8
2022-11-12,17049,-1.49
2022-11-11,17589,-3.07
2022-11-10,15887,10.71
2022-11-09,18538,-14.25
2022-11-08,20589,-10.01
2022-11-07,20916,-1.56
2022-11-06,21298,-1.81
2022-11-05,21145,0.74
2022-11-04,20206,4.65
2022-11-03,20154,0.26
2022-11-02,20482,-1.61
2022-11-01,20496,-0.06
2022-10-31,20626,-0.63
2022-10-30,20809,-0.88
2022-10-29,20594,1.05
2022-10-28,20293,1.49
2022-10-27,20769,-2.29
2022-10-26,20086,3.42
2022-10-25,19331,3.89
2022-10-24,19571,-1.22
2022-10-23,19204,1.91
2022-10-22,19162,0.22
2022-10-21,19042,0.63
2022-10-20,19125,-0.42
2022-10-19,19328,-1.06
2022-10-18,19548,-1.13
2022-10-17,19262,1.49
2022-10-16,19068,1.01
2022-10-15,19181,-0.59
2022-10-14,19379,-1.02
2022-10-13,19154,1.17
2022-10-12,19058,0.5
2022-10-11,19134,-0.39
2022-10-10,19441,-1.58
2022-10-09,19416,0.13
2022-10-08,19530,-0.6
2022-10-07,19962,-2.13
2022-10-06,20157,-1.0
2022-10-05,20340,-0.9
2022-10-04,19629,3.63
2022-10-03,19057,3.02
2022-10-02,19311,-1.34
2022-10-01,19422,-0.57
2022-09-30,19593,-0.87
2022-09-29,19420,0.94
2022-09-28,19083,1.73
2022-09-27,19228,-0.75
2022-09-26,18803,2.25
2022-09-25,18925,-0.64
2022-09-24,19288,-1.91
2022-09-23,19404,-0.57
2022-09-22,18488,4.95
2022-09-21,18875,-2.03
2022-09-20,19538,-3.41
2022-09-19,19417,0.62
2022-09-18,20113,-3.45
2022-09-17,19802,1.57
2022-09-16,19701,0.51
2022-09-15,20222,-2.58
2022-09-14,20175,0.23
2022-09-13,22395,-9.91
2022-09-12,21836,2.57
2022-09-11,21650,0.85
2022-09-10,21363,1.33
2022-09-09,19318,10.6
2022-09-08,19281,0.19
2022-09-07,18786,2.64
2022-09-06,19793,-5.09
2022-09-05,19999,-1.03
2022-09-04,19832,0.85
2022-09-03,19952,-0.61
2022-09-02,20131,-0.86
2022-09-01,20049,0.41
2022-08-31,19793,1.27
2022-08-30,20295,-2.48
2022-08-29,19551,3.81
2022-08-28,20034,-2.41
2022-08-27,20249,-1.07
2022-08-26,21564,-6.1
2022-08-25,21365,0.94
2022-08-24,21516,-0.71
2022-08-23,21416,0.47
2022-08-22,21516,-0.47
2022-08-21,21138,1.79
2022-08-20,20830,1.48
2022-08-19,23201,-10.22
2022-08-18,23337,-0.58
2022-08-17,23855,-2.17
2022-08-16,24102,-1.02
2022-08-15,24303,-0.83
2022-08-14,24442,-0.57
2022-08-13,24398,0.18
2022-08-12,23935,1.94
2022-08-11,23963,-0.12
2022-08-10,23150,3.53
2022-08-09,23818,-2.81
2022-08-08,23175,2.77
2022-08-07,22944,1.01
2022-08-06,23308,-1.56
2022-08-05,22613,3.08
2022-08-04,22822,-0.91
2022-08-03,22988,-0.73
2022-08-02,23271,-1.21
2022-08-01,23303,-0.14
2022-07-31,23634,-1.4
2022-07-30,23774,-0.59
2022-07-29,23850,-0.32
2022-07-28,22957,3.88
2022-07-27,21248,8.05
2022-07-26,21301,-0.25
2022-07-25,22582,-5.67
2022-07-24,22449,0.54
2022-07-23,22683,-0.95
2022-07-22,23150,-2.06
2022-07-21,23219,-0.27
2022-07-20,23412,-0.83
2022-07-19,22529,3.93
2022-07-18,20785,8.37
2022-07-17,21209,-2.0
2022-07-16,20825,1.85
2022-07-15,20586,1.16
2022-07-14,20250,1.66
2022-07-13,19331,4.75
2022-07-12,19963,-3.17
2022-07-11,20847,-4.24
2022-07-10,21587,-3.43
2022-07-09,21610,-0.11
2022-07-08,21637,-0.12
2022-07-07,20557,5.24
2022-07-06,20180,1.78
2022-07-05,20215,-0.08
2022-07-04,19310,4.69
2022-07-03,19243,0.35
2022-07-02,19275,-0.1
2022-07-01,19926,-3.33
2022-06-30,20111,-0.92
2022-06-29,20278,-0.82
2022-06-28,20727,-2.18
2022-06-27,21037,-1.49
2022-06-26,21489,-2.08
2022-06-25,21226,1.24
2022-06-24,21100,0.6
2022-06-23,19967,5.68
2022-06-22,20720,-3.64
2022-06-21,20571,0.72
2022-06-20,20576,-0.02
2022-06-19,18983,8.38
2022-06-18,20446,-7.13
2022-06-17,20391,0.28
2022-06-16,22577,-9.71
2022-06-15,22137,1.9
2022-06-14,22449,-1.29
2022-06-13,26606,-15.63
2022-06-12,28404,-6.33
2022-06-11,29083,-2.34
2022-06-10,30097,-3.37
2022-06-09,30202,-0.34
2022-06-08,31127,-2.98
2022-06-07,31370,-0.76
2022-06-06,29911,4.86
2022-06-05,29865,0.16
2022-06-04,29700,0.55
2022-06-03,30455,-2.48
2022-06-02,29798,2.2
2022-06-01,31793,-6.27
2022-05-31,31730,0.22
2022-05-30,29465,7.66
2022-05-29,29027,1.51
2022-05-28,28620,1.49
2022-05-27,29194,-2.06
2022-05-26,29537,-1.14
2022-05-25,29648,-0.36
2022-05-24,29091,1.91
2022-05-23,30287,-3.94
2022-05-22,29433,2.89
2022-05-21,29188,0.88
2022-05-20,30305,-3.72
2022-05-19,28700,5.66
2022-05-18,30437,-5.76
2022-05-17,29856,1.97
2022-05-16,31308,-4.66
2022-05-15,30078,4.08
2022-05-14,29285,2.72
2022-05-13,28994,1.06
2022-05-12,29073,-0.32
2022-05-11,31008,-6.25
2022-05-10,30098,3.03
2022-05-09,34041,-11.64
2022-05-08,35468,-3.97
2022-05-07,36003,-1.5
2022-05-06,36540,-1.46
2022-05-05,39686,-7.92
2022-05-04,37717,5.22
2022-05-03,38515,-2.07
2022-05-02,38472,0.14
2022-05-01,37642,2.15
2022-04-30,38590,-2.41
2022-04-29,39748,-2.94
2022-04-28,39243,1.29
2022-04-27,38113,2.96
2022-04-26,40443,-5.72
2022-04-25,39464,2.44
2022-04-24,39434,0.12
2022-04-23,39709,-0.73
2022-04-22,40487,-1.91
2022-04-21,41370,-2.14
2022-04-20,41499,-0.33
2022-04-19,40809,1.72
2022-04-18,39700,2.77
2022-04-17,40382,-1.68
2022-04-16,40571,-0.44
2022-04-15,39936,1.56
2022-04-14,41133,-2.91
2022-04-13,40072,2.63
2022-04-12,39507,1.47
2022-04-11,42144,-6.27
2022-04-10,42760,-1.47
2022-04-09,42275,1.16
2022-04-08,43450,-2.7
2022-04-07,43166,0.64
2022-04-06,45494,-5.13
2022-04-05,46614,-2.41
2022-04-04,46407,0.48
2022-04-03,45813,1.3
2022-04-02,46299,-1.05
2022-04-01,45529,1.7
2022-03-31,47071,-3.29
2022-03-30,47449,-0.79
2022-03-29,47126,0.73
2022-03-28,46859,0.52
2022-03-27,44542,5.19
2022-03-26,44331,0.49
2022-03-25,44013,0.72
2022-03-24,42911,2.57
2022-03-23,42373,1.27
2022-03-22,41022,3.29
2022-03-21,41282,-0.62
2022-03-20,42241,-2.27
2022-03-19,41768,1.11
2022-03-18,40914,2.08
2022-03-17,41118,-0.5
2022-03-16,39282,4.67
2022-03-15,39673,-0.97
2022-03-14,37789,4.97
2022-03-13,38813,-2.63
2022-03-12,38730,0.22
2022-03-11,39422,-1.74
2022-03-10,41933,-5.99
2022-03-09,38731,8.22
2022-03-08,38020,1.89
2022-03-07,38420,-0.99
2022-03-06,39396,-2.52
2022-03-05,39142,0.65
2022-03-04,42463,-7.82
2022-03-03,43912,-3.3
2022-03-02,44420,-1.14
2022-03-01,43187,2.85
2022-02-28,37707,14.59
2022-02-27,39116,-3.65
2022-02-26,39221,-0.24
2022-02-25,38339,2.27
2022-02-24,37250,2.99
2022-02-23,38248,-2.68
2022-02-22,37018,3.32
2022-02-21,38355,-3.49
2022-02-20,40089,-4.33
2022-02-19,40000,0.23
2022-02-18,40532,-1.36
2022-02-17,43885,-7.59
2022-02-16,44540,-1.48
2022-02-15,42550,4.69
2022-02-14,42061,1.16
2022-02-13,42205,-0.34
2022-02-12,42388,-0.43
2022-02-11,43519,-2.6
2022-02-10,44388,-1.96
2022-02-09,44038,0.8
2022-02-08,43833,0.47
2022-02-07,42385,3.4
2022-02-06,41411,2.37
2022-02-05,41566,-0.37
2022-02-04,37287,11.48
2022-02-03,36890,1.08
2022-02-02,38711,-4.7
2022-02-01,38475,0.55
2022-01-31,37923,1.53
2022-01-30,38167,-0.66
2022-01-29,37736,1.13
2022-01-28,37195,1.56
2022-01-27,36800,0.99
2022-01-26,36962,-0.41
2022-01-25,36691,0.72
2022-01-24,36268,1.15
2022-01-23,35072,3.4
2022-01-22,36467,-3.84
2022-01-21,40698,-10.41
2022-01-20,41683,-2.31
2022-01-19,42365,-1.62
2022-01-18,42209,0.37
2022-01-17,43080,-2.02
2022-01-16,43079,-0.04
2022-01-15,43073,0.06
2022-01-14,42562,1.21
2022-01-13,43900,-3.05
2022-01-12,42735,2.73
2022-01-11,41829,2.15
2022-01-10,41848,-0.04
2022-01-09,41681,0.42
2022-01-08,41551,0.3
2022-01-07,43097,-3.6
2022-01-06,43431,-0.76
2022-01-05,45833,-5.26
2022-01-04,46435,-1.28
2022-01-03,47293,-1.86
2022-01-02,47738,-0.89
2022-01-01,46217,3.29
2021-12-31,47123,-1.92
2021-12-30,46470,1.42
2021-12-29,47548,-2.28
2021-12-28,50703,-6.18
2021-12-27,50783,-0.2
2021-12-26,50404,0.74
2021-12-25,50789,-0.75
2021-12-24,50807,-0.03
2021-12-23,48599,4.53
2021-12-22,48898,-0.62
2021-12-21,46900,4.28
2021-12-20,46703,0.41
2021-12-19,46855,-0.32
2021-12-18,46171,1.48
2021-12-17,47630,-3.06
2021-12-16,48876,-2.54
2021-12-15,48366,1.04
2021-12-14,46709,3.56
2021-12-13,50075,-6.74
2021-12-12,49332,1.55
2021-12-11,47138,4.62
2021-12-10,47591,-0.97
2021-12-09,50477,-5.7
2021-12-08,50596,-0.24
2021-12-07,50547,0.07
2021-12-06,49412,2.34
2021-12-05,49196,0.43
2021-12-04,53620,-8.27
2021-12-03,56495,-5.07
2021-12-02,57207,-1.25
2021-12-01,56891,0.58
2021-11-30,57795,-1.58
2021-11-29,57288,0.88
2021-11-28,54758,4.61
2021-11-27,53747,1.93
2021-11-26,58937,-8.83
2021-11-25,57167,3.08
2021-11-24,57559,-0.7
2021-11-23,56304,2.25
2021-11-22,58719,-4.1
2021-11-21,59724,-1.68
2021-11-20,58080,2.81
2021-11-19,56908,1.98
2021-11-18,60368,-5.65
2021-11-17,60074,0.46
2021-11-16,63605,-5.52
2021-11-15,65514,-2.92
2021-11-14,64397,1.72
2021-11-13,64133,0.41
2021-11-12,64782,-1.04
2021-11-11,64922,-0.19
2021-11-10,66942,-2.95
2021-11-09,67528,-0.92
2021-11-08,63276,6.72
2021-11-07,61483,2.91
2021-11-06,60973,0.84
2021-11-05,61411,-0.71
2021-11-04,62915,-2.39
2021-11-03,63223,-0.48
2021-11-02,60912,3.79
2021-11-01,61310,-0.64
2021-10-31,61842,-0.86
2021-10-30,62245,-0.65
2021-10-29,60579,2.74
2021-10-28,58437,3.67
2021-10-27,60312,-3.11
2021-10-26,63067,-4.37
2021-10-25,60864,3.62
2021-10-24,61308,-0.73
2021-10-23,60693,1.03
2021-10-22,62200,-2.44
2021-10-21,66004,-5.71
2021-10-20,64276,2.65
2021-10-19,62030,3.58
2021-10-18,61525,0.86
2021-10-17,60865,1.09
2021-10-16,61669,-1.32
2021-10-15,57348,7.54
2021-10-14,57370,-0.06
2021-10-13,56014,2.44
2021-10-12,57480,-2.54
2021-10-11,54686,5.1
2021-10-10,54942,-0.46
2021-10-09,53924,1.91
2021-10-08,53785,0.24
2021-10-07,55325,-2.78
2021-10-06,51470,7.49
2021-10-05,49229,4.55
2021-10-04,48200,2.13
2021-10-03,47665,1.12
2021-10-02,48147,-1.0
2021-10-01,43824,9.86
2021-09-30,41534,5.5
2021-09-29,41023,1.25
2021-09-28,42169,-2.73
2021-09-27,43200,-2.39
2021-09-26,42685,1.21
2021-09-25,42818,-0.31
2021-09-24,44867,-4.57
2021-09-23,43550,3.03
2021-09-22,40660,7.13
2021-09-21,43012,-5.18
2021-09-20,47240,-9.25
2021-09-19,48299,-2.21
2021-09-18,47283,2.17
2021-09-17,47748,-0.97
2021-09-16,48132,-0.8
2021-09-15,47070,2.24
2021-09-14,44950,4.73
2021-09-13,46060,-2.42
2021-09-12,45162,1.99
2021-09-11,44844,0.71
2021-09-10,46385,-3.33
2021-09-09,46057,0.7
2021-09-08,46774,-1.54
2021-09-07,52674,-11.19
2021-09-06,51769,1.75
2021-09-05,49918,3.71
2021-09-04,49999,-0.16
2021-09-03,49269,1.47
2021-09-02,48817,0.93
2021-09-01,47129,3.58
2021-08-31,46989,0.29
2021-08-30,48777,-3.66
2021-08-29,48899,-0.24
2021-08-28,49062,-0.34
2021-08-27,46830,4.77
2021-08-26,48994,-4.41
2021-08-25,47707,2.68
2021-08-24,49532,-3.68
2021-08-23,49255,0.58
2021-08-22,48870,0.77
2021-08-21,49330,-0.91
2021-08-20,46756,5.49
2021-08-19,44725,4.54
2021-08-18,44691,0.07
2021-08-17,45907,-2.84
2021-08-16,46991,-2.12
2021-08-15,47082,-0.19
2021-08-14,47809,-1.52
2021-08-13,44404,7.67
2021-08-12,45562,-2.55
2021-08-11,45593,-0.06
2021-08-10,46281,-1.49
2021-08-09,43794,5.69
2021-08-08,44584,-1.84
2021-08-07,42784,4.25
2021-08-06,40868,4.72
2021-08-05,39734,2.84
2021-08-04,38188,4.21
2021-08-03,39167,-2.65
2021-08-02,39869,-1.78
2021-08-01,41510,-4.03
2021-07-31,42201,-1.54
2021-07-30,40001,5.5
2021-07-29,40009,0.0
2021-07-28,39450,1.4
2021-07-27,37294,5.84
2021-07-26,35392,5.33
2021-07-25,34392,4.63
2021-07-24,33600,0.66
2021-07-23,32297,4.04
2021-07-22,32131,0.52
2021-07-21,29794,7.85
2021-07-20,30835,-3.38
2021-07-19,31782,-2.98
2021-07-18,31517,0.85
2021-07-17,31384,0.4
2021-07-16,31842,-1.4
2021-07-15,32820,-2.99
2021-07-14,32727,0.28
2021-07-13,33106,-1.16
2021-07-12,34228,-3.26
2021-07-11,33510,2.14
2021-07-10,33797,-0.85
2021-07-09,32866,2.83
2021-07-08,33859,-2.96
2021-07-07,34228,-1.05
2021-07-06,33688,1.6
2021-07-05,35297,-4.56
2021-07-04,34742,1.6
2021-07-03,33814,2.75
2021-07-02,33542,0.8
2021-07-01,35030,-4.23
2021-06-30,35832,-2.25
2021-06-29,34477,3.94
2021-06-28,34682,-0.58
2021-06-27,32247,7.55
2021-06-26,31592,2.06
2021-06-25,34660,-8.86
2021-06-24,33678,2.94
2021-06-23,32498,3.62
2021-06-22,31682,2.54
2021-06-21,35597,-10.97
2021-06-20,35510,0.23
2021-06-19,35770,-0.66
2021-06-18,38045,-6.05
2021-06-17,38337,-0.74
2021-06-16,40148,-4.53
2021-06-15,40522,-0.92
2021-06-14,39024,3.86
2021-06-13,35467,10.02
2021-06-12,37334,-4.95
2021-06-11,36654,1.81
2021-06-10,37375,-1.83
2021-06-09,33385,11.83
2021-06-08,33574,-0.58
2021-06-07,35815,-6.25
2021-06-06,35518,0.83
2021-06-05,36841,-3.61
2021-06-04,39191,-5.96
2021-06-03,37555,4.34
2021-06-02,36687,2.37
2021-06-01,37294,-1.64
2021-05-31,35644,4.62
2021-05-30,34589,3.09
2021-05-29,35664,-3.02
2021-05-28,38543,-7.17
2021-05-27,39249,-2.12
2021-05-26,38375,2.27
2021-05-25,38753,-0.96
2021-05-24,34720,11.74
2021-05-23,37446,-7.39
2021-05-22,37291,0.4
2021-05-21,40611,-8.4
2021-05-20,36706,10.88
2021-05-19,42898,-14.4
2021-05-18,43538,-1.48
2021-05-17,46424,-6.21
2021-05-16,46729,-0.6
2021-05-15,49839,-6.28
2021-05-14,49704,0.27
2021-05-13,49398,0.65
2021-05-12,56694,-12.9
2021-05-11,55846,1.52
2021-05-10,58251,-4.1
2021-05-09,58840,-1.02
2021-05-08,57330,2.62
2021-05-07,56411,1.65
2021-05-06,57441,-1.8
2021-05-05,53872,6.88
2021-05-04,57170,-6.0
2021-05-03,56605,1.0
2021-05-02,57807,-2.08
2021-05-01,57719,0.15
2021-04-30,53562,7.77
2021-04-29,54838,-2.34
2021-04-28,55036,-0.35
2021-04-27,54011,1.88
2021-04-26,48963,10.33
2021-04-25,50088,-2.25
2021-04-24,51140,-2.06
2021-04-23,51707,-1.13
2021-04-22,53821,-3.88
2021-04-21,56479,-4.71
2021-04-20,55645,1.5
2021-04-19,56208,-1.0
2021-04-18,60043,-6.39
2021-04-17,61358,-2.18
2021-04-16,63211,-2.9
2021-04-15,62978,0.37
2021-04-14,63544,-0.88
2021-04-13,59863,6.14
2021-04-12,59982,-0.19
2021-04-11,59772,0.39
2021-04-10,58127,2.8
2021-04-09,58076,0.07
2021-04-08,55948,3.8
2021-04-07,57996,-3.53
2021-04-06,59169,-1.69
2021-04-05,58202,1.36
2021-04-04,57059,2.0
2021-04-03,58976,-3.25
2021-04-02,58718,0.44
2021-04-01,58763,-0.08
2021-03-31,58771,-0.01
2021-03-30,57614,2.0
2021-03-29,55764,3.32
2021-03-28,55856,-0.17
2021-03-27,55033,1.5
2021-03-26,51317,7.24
2021-03-25,52330,-1.92
2021-03-24,54309,-3.91
2021-03-23,54117,0.54
2021-03-22,57379,-5.62
2021-03-21,58097,-1.22
2021-03-20,58084,0.01
2021-03-19,57645,0.75
2021-03-18,58911,-2.13
2021-03-17,56892,3.56
2021-03-16,55619,1.97
2021-03-15,59117,-5.62
2021-03-14,61192,-3.4
2021-03-13,57267,6.86
2021-03-12,57806,-0.92
2021-03-11,55851,3.49
2021-03-10,54882,1.77
2021-03-09,52352,4.91
2021-03-08,50988,2.61
2021-03-07,48899,4.35
2021-03-06,48798,0.13
2021-03-05,48363,0.75
2021-03-04,50388,-3.9
2021-03-03,48422,4.07
2021-03-02,49595,-2.36
2021-03-01,45160,9.81
2021-02-28,46136,-2.11
